ventureid,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,numberofvoyages,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,FATEcol,variousremarks,length_in_days,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID
DR159,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1788/9",,Jupiter,,,,1,,18021,,,,1788,,,,,,,1,no,no,,,,,,01jul1788,,,,,,,,,,,1788,,,,,,1788,1789,18021
DR160,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1790/9",,Dragon,,,,1,,18067,,,,1790,,,,,,,1,with estimates,no,,,,,,01jul1790,,,,,,,,,,,1790,,,,,,1790,1791,18067
DR161,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1790/12",,Fame,,,,1,,18069,,,,1790,,,,,,,1,no,no,,,,,,01jul1790,,,,,,,,,,,1790,,,,,,1790,1791,18069
DR162,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1790/21",,Pearl,,,,1,,18078,,,,1790,,,,,,,1,no,no,,,,,,01jul1790,,,,,,,,,,,1790,,,,,,1790,1791,18078
DR163,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1790/27",,Ruby,,,,1,,18084,,,,1790,,,,,,,1,no,no,,,,,,01jul1790,,,,,,,,,,,1790,,,,,,1790,1791,18084
DR164,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/12",,Gibson,,,,1,,,,,,1791,,,,,,,1,with estimates,no,,4,Cannot find matching entry in TSTD,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,
DR165,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/14",,James,,,,1,,,,,,1791,,,,,,,1,no,no,,4,Cannot find matching entry in TSTD,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,
DR166,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/21",,Morning Star,,,,1,,,,,,1791,,,,,,,1,with estimates,no,,4,Cannot find matching entry in TSTD,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,
DR167,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/28",,Recovery,,,,1,,18116,,,,1791,,,,,,,1,with estimates,no,,,,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,18116
DR168,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/29",,Rodney,,,,1,,18117,,,,1791,,,,,,,1,no,yes,,,,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,18117
DR169,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/31",,St Patrick,,,,1,,,,,,1791,,,,,,,1,no,no,,3,Cannot find matching entry in TSTD,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,
DR170,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/32",,Sarah,,,,1,,18120,,,,1791,,,,,,,1,no,no,,,,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,18120
DR171,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/34",,Swift,,,,1,,18122,,,,1791,,,,,,,1,no,no,,,,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,18122
DR172,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1791/36",,Trelawney,,,,1,,18124,,,,1791,,,,,,,1,with estimates,no,,,,,,01jul1791,,,,,,,,,,,1791,,,,,,1791,1792,18124
DR173,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/3",,African Queen,,,,1,,18129,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18129
DR174,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/8",,Crescent,,,,1,,18134,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18134
DR175,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/9",,Dragon,,,,1,,,,,,1792,,,,,,,1,no,no,,4,Cannot find matching entry in TSTD,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,
DR176,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/11",,Experiment,,,,1,,,,,,1792,,,,,,,1,no,no,,4,Cannot find matching entry in TSTD,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,
DR177,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/12",,Fame,,,,1,,18138,,,,1792,,,,,,,1,with estimates,with estimates,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18138
DR178,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/20",,Jupiter,,,,1,,18146,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18146
DR179,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/27",,Morning Star,,,,1,,18153,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18153
DR180,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/31",,Pearl,,,,1,,18157,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18157
DR181,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/36",,Rodney,,,,1,,18162,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18162
DR182,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/41",,Sarah,,,,1,,18167,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18167
DR183,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/43",,Swift,,,,1,,18169,,,,1792,,,,,,,1,with estimates,no,,,,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,18169
DR184,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1792/47",,Young Crescent,,,,1,,,,,,1792,,,,,,,1,no,no,,2,Cannot find matching entry in TSTD,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,
DR185,Voyage,David Richardson & Klas Rönnbäck,Investor,English,"Richardson 1996, ship 1793/8",,Langrishe,,,,1,,18182,,,,1793,,,,,,,1,no,no,,,,,,01jul1793,,,,,,,,,,,1793,,,,,,1793,1794,18182
DR186,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 47",,Portugal Galley,,,,1,,76419,,,,1722,,,,,,,1,yes,no,,,,,,01jul1722,,,,,,,,,,,1722,,,,,,1722,1723,76419
DR187,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 59",,Martha,,,,1,,76414,,,,1724,,,,,,,1,yes,no,,,,,,01jul1724,,,,,,,,,,,1724,,,,,,1724,1725,76414
DR188,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 62",,Betty Gally,,,,1,,75155,,,,1725-01-26,,,,,,,1,yes,no,,,,,1,26jan1725,,,,,,,,,,,1725,,,,,,1725,1726,75155
DR189,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 63",,Anne,,,,1,,76386,,,,1725-03-25,,,,,,,1,with estimates,no,,,,,3,25mar1725,,,,,,,,,,,1725,,,,,,1725,1726,76386
DR190,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 64",,Ruby,,,,1,,76429,,,,1725-07,,,,,,,1,with estimates,no,,,,,7,01jul1725,,,,,,,,,,,1725,,,,,,1725,1726,76429
DR191,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 65",,Catherine,,,,1,,76408,,,,1725-08-24,,,,,,,1,with estimates,no,,,,,8,24aug1725,,,,,,,,,,,1725,,,,,,1725,1726,76408
DR192,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 66",,Squirrel,,,,1,,76633,,,,1725-08,,,,,,,1,with estimates,no,,,,,8,01aug1725,,,,,,,,,,,1725,,,,,,1725,1726,76633
DR193,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 67",,Italian Galley,,,,1,,76557,,,,1725-08-30,,,,,,,1,with estimates,no,,,,,8,30aug1725,,,,,,,,,,,1725,,,,,,1725,1726,76557
DR194,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 68",,Molly,,,,1,,,,,,1725-10,,,,,,,1,no,no,,,No matching entry in TSTD according to Mitchell,,10,01oct1725,,,,,,,,,,,1725,,,,,,1725,1726,
DR195,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 69",,Martha,,,,1,,76670,,,,1725-11-07,,,,,,,1,with estimates,no,,,,,11,07nov1725,,,,,,,,,,,1725,,,,,,1725,1726,76670
DR196,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 70",,Judith,,,,1,,76622,,,,1726-01,,,,,,,1,with estimates,no,,,,,1,01jan1726,,,,,,,,,,,1726,,,,,,1726,1727,76622
DR197,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 71",,Squirrel,,,,1,,77015,,,,1726-07-06,,,,,,,1,with estimates,no,,,,,7,06jul1726,,,,,,,,,,,1726,,,,,,1726,1727,77015
DR198,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 72",,Judith,,,,1,,26105,,,,1726-08-03,,,,,,,1,with estimates,no,,,,,8,03aug1726,,,,,,,,,,,1726,,,,,,1726,1727,26105
DR199,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 74",,Portugal Galley,,,,1,,76673,,,,1726-11-07,,,,,,,1,with estimates,no,,,,,11,07nov1726,,,,,,,,,,,1726,,,,,,1726,1727,76673
DR200,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 75",,Katherine,,,,1,,75248,,,,1726-12-27,,,,,,,1,with estimates,no,,,,,12,27dec1726,,,,,,,,,,,1726,,,,,,1726,1727,75248
DR201,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 76",,Italian Galley,,,,1,,76403,,,,1726-12-27,,,,,,,1,with estimates,no,,,,,12,27dec1726,,,,,,,,,,,1726,,,,,,1726,1727,76403
DR202,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 77",,Squirrel,,,,1,,76533,,,,1727-09-27,,,,,,,1,with estimates,no,,,,,9,27sep1727,,,,,,,,,,,1727,,,,,,1727,1728,76533
DR203,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 78",,Judith,,,,1,,77025,,,,1727-07-02,,,,,,,1,with estimates,no,,,,,7,02jul1727,,,,,,,,,,,1727,,,,,,1727,1728,77025
DR204,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 80",,Judith,,,,1,,76559,,,,1728-07-20,,,,,,,1,no,no,,,,,7,20jul1728,,,,,,,,,,,1728,,,,,,1728,1729,76559
DR205,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 91",,Morice,,,,1,,76413,,,,1730-06-18,,,,,,,.125,no,no,,,,,6,18jun1730,,,,,,,,,,,1730,,,,,,1730,1731,76413
DR206,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 92",,Betty Gally,,,,1,,76735,,,,1730-07-29,,,,,,,1,with estimates,no,,,,,7,29jul1730,,,,,,,,,,,1730,,,,,,1730,1731,76735
DR207,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 97",,Katherine Gally,,,,1,,76565,,,,1730-09-22,,,,,,,1,yes,no,,,,,9,22sep1730,,,,,,,,,,,1730,,,,,,1730,1731,76565
DR208,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 98",,Anne Gally,,,,1,,76742,,,,1730-10,,,,,,,1,with estimates,no,,,,,10,01oct1730,,,,,,,,,,,1730,,,,,,1730,1731,76742
DR209,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 99",,Margaret,,,,1,,76765,,,,1731-04-20,,,,,,,.25,no,no,,,,,4,20apr1731,,,,,,,,,,,1731,,,,,,1731,1732,76765
DR210,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 100",,Squirrel,,,,1,,76766,,,,1731-05-26,,,,,,,1,with estimates,no,,,,,5,26may1731,,,,,,,,,,,1731,,,,,,1731,1732,76766
DR211,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 101",,Sarah,,,,1,,76767,,,,1731-05-26,,,,,,,1,with estimates,no,,,,,5,26may1731,,,,,,,,,,,1731,,,,,,1731,1732,76767
DR212,Voyage,Klas Rönnbäck,Investor,English,"Mitchell 2020, ship 103",,Martha,,,,1,,76773,,,,1731-09,,,,,,,1,with estimates,no,,,,,9,01sep1731,,,,,,,,,,,1731,,,,,,1731,1732,76773
GD001,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 232 and p. 398-399",1764-09-08,Le Saint-Claude,Fournier/Fournier/Fournier/Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,4,GD001/GD011/GD012/GD057,30749 / 30820 / 30869 / 30913,,Various,Port au Prince,,1764,,,,,,.078125,yes,yes,,,"GD011 and GD012 are individual ventures of this ship. I had to compute total of all expenditure in the cashflow data base. Every venture has its own comptability, p379. various share of the ship for several ventures ",,,,9,08sep1764,,01jul1764,,,,,,,,1764,1764,,,,1764,1764,30749 / 30820 / 30869 / 30913
GD002,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 400-401 and 427",,Le Saint-René,,Bertrand de Cœuvre,Geslin,1,,30779,,Adra,,,1764,,,,,,.015625,yes,yes,,1,,,,,,,,01jul1764,,,,,,,,,1764,,,,1764,1764,30779
GD003,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 400-401 and 422-425",,Le Saint-Hilaire,/Devigne/Devigne/Devigne/Devigne/Devigne/La Causse/La Causse,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,7,,30750 / 30810 / 30866 / 30914 / 30961 / 30997 / 31022,,Various,,,1765,,,,,,.1875,yes,yes,,1,"Show 7 outfitting expenditures with 6 years. I assume the first two are the same year (1765), as returns only start in 1766. STDT says the first expedition was 1764 ?",,,,,,,01jul1765,,,,,,,,,1765,,,,1765,1765,30750 / 30810 / 30866 / 30914 / 30961 / 30997 / 31022
GD004,Voyage,Guillaume Daudin,Owner,French,"Rinchon (1956) p. 58-59 and Meyer (1969), p. 276 and 304-305",1772-02-20,La Glaneuse,,Bertrand de Cœuvre,De Guer,1,,30967,,"West Central Africa and St. Helena, port unspecified",,,1772,,,,,,1,yes,yes,,,There was an error in slave sales. True returns corrected ,,,,2,20feb1772,,01jul1772,,,,,,,,1772,1772,,,,1772,1772,30967
GD005,Voyage,Guillaume Daudin,Owner,French,"Meyer (1969), p. 276",1771-06-08,Le Saint-Jean-Baptiste,,Bertrand de Cœuvre,De Guer,1,GD005/GD126,30948,,,,,1771,,,,,,1,yes,no,,,,,,,6,08jun1771,,01jul1771,,,,,,,,1771,1771,,,,1771,1771,30948
GD006,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon (1956), p. 33",1765-04-14,La Jeune Reine,,Bertrand de Cœuvre,De Guer,1,,30808,,Gorée,,,,,,,,0,1,yes,no,,,"le bateau échoue, Les esclaves s’enfuient, et le capitaine gaspille reste cargaison avec « des mulatresse ». Deguer reçoit 12 000 lt des assureurs, mais on ne sais pas quelle est sa part (rinchon). ",,,,4,14apr1765,,,,,,,,,,1765,,,,,,1765,30808
GD007,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and 304-305 and Rinchon p. 35-39",1767-04-30,St-François,,Bertrand de Cœuvre,De Guer,1,,30864,,,,,,,,,534,510,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement,,,,4,30apr1767,,,,,,,,,,1767,,,,,,1767,30864
GD008,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon p. 40-41",1767-07-09,Fortune,,Bertrand de Cœuvre,De Guer,1,,30937,,,,,,,,,460,460,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement,,,,7,09jul1767,,,,,,,,,,1767,,,,,,1767,30937
GD009,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276 and Rinchon p. 41",1767-09-24,St-Jacques,,Bertrand de Cœuvre,De Guer,1,,30874,,,,,,,,,528,486,1,yes,no,,,Outfited for « la Compagnie de d’Asiento ». No data on return or désarmement,,,,9,24sep1767,,,,,,,,,,1767,,,,,,1767,30874
GD010,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 275-276",1768-03-08,St-Laurent,,Bertrand de Cœuvre,De Guer,1,,30882,,,,,,,,,,430,1,no,no,,,"Outfited for « la Compagnie de d’Asiento » Value of the cargo missing, « condamné à Porto Rico  comme impropre à la navigation »",,,,3,08mar1768,,,,,,,,,,1768,,,,,,1768,30882
GD011,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 279 et 287",1765-09-08,Le Saint-Claude,Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils,1,GD001/GD011/GD012/GD057,30749,,,,,,,,,,,1,yes,no,,,GD001 is for the whole ship. No information on commercial returns : only armement and désarmement. Contradictory information p. 398-399,,,,9,08sep1765,,,,,,,,,,1765,,,,,,1765,30749
GD012,Voyage,Guillaume Daudin,Investor,French,"Meyer (1969), p. 279 and 287 and 304-305",1767-06-30,Le Saint-Claude,Fournier,Bertrand de Cœuvre,Bouteiller Père et Fils,1,GD001/GD011/GD012/GD057,30820,,,,,,,,,,,1,yes,no,,,GD001 is for the whole ship. No information on commercial returns : only armement and désarmement. Contradictory information p. 398-399,,,,6,30jun1767,,,,,,,,,,1767,,,,,,1767,30820
GD013,Ship,Guillaume Daudin,Investor,French,"Meyer (1969), p. 408-409, 437 ",,Dom Carlos,Lynch,Bertrand de Cœuvre,,1,,,,Côte de Guinée,,1767,,,,,,,.083333333333333,yes,yes,,1,,,,01jul1767,,,,,,,,,,,1767,,,,,,1767,1768,
GD014,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 394-395, p. 412-413",,La Généreuse,La Causse,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils,1,,31073,,Guinée,,,,,,,,,.1875,yes,yes,,2,Taken by the english in 1781,,,,,,,,,,,,,,,,,,,,,,31073
GD015,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 417",,La Fille Unique,Del Guyot,Bertrand de Cœuvre,,1,,31030,,Côte d'Afrique ,,,,,,,,,.125,yes,yes,,1,The capitane on the tstd is named as « Tanquerel »,,,,,,,,,,,,,,,,,,,,,,31030
GD016,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 417",,La Marie-Anne,Boulmer,Bertrand de Cœuvre,,1,,30957,,Côte d'or,,,,,,,,,.1875,yes,yes,,1,,,,,,,,,,,,,,,,,,,,,,,30957
GD017,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279, 304-305, 394-395, 413",1767-02-01,Le Maréchal de Luxembourg,Fancrel,Bertrand de Cœuvre,Bouteiller Père et Fils,1,,30879,,Côte d'or,,,,,,,,,.0475415096806399,yes,yes,,1,,,,,2,01feb1767,,,,,,,,,,1767,,,,,,1767,30879
GD018,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 414-415",,Le Saint-Charles,Fouchez/Fouchez/Bloyet/Bloyer/David,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,5,,30890 / 30940 / 30974 / 31015 / 31079,,Côte d’Or / Côte d’Or / Côte d’Angola / Côte d’Angola / Sierra Leone et Saint-Domingue,,,,,,,,,.0875,yes,yes,,1,various share of the ship for several ventures,,,,,,,,,,,,,,,,,,,,,,30890 / 30940 / 30974 / 31015 / 31079
GD019,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 396-397, p. 418",,La Concorde,Pacaud,Bertrand de Cœuvre,,1,,31024,,Côte d'Or ,,,,,,,,,.125,yes,yes,,1,,,,,,,,,,,,,,,,,,,,,,,31024
GD020,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 398-399, p. 419-420",,Le Saint-Julien,Lynch/Pacaud/Pacaud/Pacaudd,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,4,,30846 / 30885 / 30942 / ?,,Côte d'Or /Côte d’Or / Côte d’Or / Côte d’Or,,1766/1768/1769/1770,,,,,,,.125,yes,yes,,1,,,,01jul1766,,,,,,,,,,,1766,,,,,,1766,1767,30846 / 30885 / 30942 / ?
GD021,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 398-399, p. 420-421",,Le Saint-Guillaume,Beaumont/Beaumont/Beaumont,Bertrand de Cœuvre,Bouteiller Père et Fils/Bouteiller Père et Fils/Bouteiller Père et Fils,3,GD021/GD080,30931 / 30971 / ?,,Côte d'Angola / Côte d’Angola / Côte d’Angola,,1770/1772/1775,,,,,,,.0625,yes,yes,,1,The last voyage is not found in TSTD,,,01jul1770,,,,,,,,,,,1770,,,,,,1770,1771,30931 / 30971 / ?
GD022,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 400-401, p. 426",,Le Prince Noir,L'Hermitte,Bertrand de Cœuvre,Geslin,1,,31108,,Côte d'Or ,,,,,,,,,.125,yes,no,,1,"« Probable qu’il reste quelques sommes  à réclamer », but not given",,,,,,,,,,,,,,,,,,,,,,31108
GD023,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 402-403, p. 428",,L'Union,Matenot,Bertrand de Cœuvre,Delaville,1,,,,Sénégal,,1792,,,,,,,.1,yes,yes,,1,No equivalent in the STDT. Signaled.,,,01jul1792,,,,,,,,,,,1792,,,,,,1792,1793,
GD024,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 280, 289, 304-305, 402-403 and 428",1788-04-06,La Madame,Berthommé,Bertrand de Cœuvre,Delaville,1,,31248,,Mozambic,,,,,,,,405,.033333333333333,yes,with estimates,,1,Small différence between 304-305 and 402-403 : still coherent (see excel file). Uncertainty on the « reste à recouvrer »),,,,4,06apr1788,,,,,,,,,,1788,,,,,,1788,31248
GD025,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 402-403, 428",,La Musette,Desageneaux/Cotte/Mary/Desageneaux,Bertrand de Cœuvre,Lincoln/Lincoln/Linclon/Lincoln,4,,31343 / 31263 / 31204 / 31159,,Côte d'Or ,,,,,,,,,.03125,yes,with estimates,,1,"contradictory information on the STDT about the several captain's names. Sums are mentionned as « to be recovered » but with 1791-92 accounts and the last returns are from 1797. Meyer indicates the last voyage was not for slave, but STDT says yes. I decide STDT must be right",,,,,,,,,,,,,,,,,,,,,,31343 / 31263 / 31204 / 31159
GD026,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 429",,Le Saturne,Guyot/Cotte/Cotte,Bertrand de Cœuvre,Lincoln/Lincoln/Linclon,3,,31228 / 31288 /,,Côte d'Or / Côte d’Or / Mozambic ,,1787/1789/1791,,,,,,,.03125,yes,with estimates,,1,,,,01jul1787,,,,,,,,,,,1787,,,,,,1787,1788,31228 / 31288 /
GD027,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 279,  287, 404-405, 430",,Le Mars,Terrien,Bertrand de Cœuvre,Darreche (Frères),1,,30875,,Côte d'or,,,,,,,,,.0625,yes,yes,,1,Good expenditure recovered from Meyer 404-405p and 289p.,,,,,,,,,,,,,,,,,,,,,,30875
GD028,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 430-431",,Les deux Nottons,de Belous,Bertrand de Cœuvre,Darreche (Frères),1,GD028/GD139,30794,,Côte d'Or,,1764,,,,,,,.0625,yes,yes,,1,No equivalent in the STDT. Has to be signaled,,,01jul1764,,,,,,,,,,,1764,,,,,,1764,1765,30794
GD029,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 404-405, 432",,La Tolérance,Delaty,Bertrand de Cœuvre,Desclos Le Perley freres,1,,31285,,Côte d'Or ,,,,,,,,,.145833333333333,yes,with estimates,,1,,,,,,,,,,,,,,,,,,,,,,,31285
GD030,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 288-289",,"Le Bailli de Suffren, La Fine, Le Passe-Partout",Barbier/Barbier/Barbier,Bertrand de Cœuvre,Desclos Le Perley freres/Desclos Le Perley freres/Desclos Le Perley freres,3,GD30/GD075/GD076/GD077/GD155,31188 / 31189 / 31184,,Côte d’Angola/Côte d’Angola/Côte d’Angola,,,,,,,,,,no,no,,1,"Only the first voyage is a slave one (three ships, though, so 3 voyages) Contradictory informations about the captain’s names. Due to the multiplicity of vessels and ships, complicated to deal with some data, as the value of the ship ; various share of the ship for several ventures. We have both a compte de désarmement and the « répartitions ». To prevent double counting, I classify the compte de désarmement as « Transactions during the voyage ».",,,,,,,,,,,,,,,,,,,,,,31188 / 31189 / 31184
GD033,Ship,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",,L’Usbeck,Duchesne/Duchesne,Bertrand de Cœuvre,Arnou,2,,31136 / 31215,,Côte d’Angola/Côte d’Angola,,,,,,,,,.0625,yes,with estimates,,1,,,,,,,,,,,,,,,,,,,,,,,31136 / 31215
GD034,Voyage,Judith Jacquinot,Investor,French,"Meyer (1969), p. 406-407, 433",,Le Comte de Montmorin,Duchesne,Bertrand de Cœuvre,Arnou,1,,31305,,Côte d’Or,,,,,,,,,.145833333333333,yes,with estimates,,1,Meyer writes about it « Douteux qu’il reste à recouvrer de fortes sommes »,,,,,,,,,,,,,,,,,,,,,,31305
