ventureid,data,YEARDEP,YEARAF,SLAXIMP,SLAMIMP,length_in_days,numberofvoyages,DATEDEP,DATEDEP1,DATEDEP2,DATEDEP3,DATEDEP4,DATEDEP5,DATEDEP6,DATEDEP7,DATEEND,DATEEND1,DATEEND2,DATEEND3,DATEEND4,DATEEND5,DATEEND6,DATEEND7,crowd,TONMOD,VYMRTRAT,FATEcol,typeofventure,retranscriber,perspectiveofsource,nationality,source,dateofprimarysource_str,nameoftheship,nameofthecaptain,nameofinvestor,nameofoutfitter,internalcrossref,voyageidintstd,placeofoutfitting,placeofpurchase,placeofdisembarkation,datedepartureportofoutfitt_str,datetradebeganinafrica_str,dateofdeparturefromafrica_str,datevesselarrivedwithenslave_str,datereturnportofoutfitting_str,numberofenslavedpurchased,numberofenslavedsold,shareoftheship,completedataonoutlays,completedataonreturns,profitsreportedinsource,variousremarks,departurefromportofoutfitt,dateofdeparturefromportofoutfitt,primarysource,dateofprimarysource,tradebeganinafrica,datetradebeganinafrica,departurefromafrica,dateofdeparturefromafrica,vesselarrivedwithenslave,datevesselarrivedwithenslave,returntoportofoutfitting,dateofreturntoportofoutfitting,yearofdeparturefromportofoutfit,yearofprimarysource,yeartradebeganinafrica,yearofdeparturefromafrica,yearvesselarrivedwithslaves,yearofreturntoportofoutfitting,yearmin,YEARAF_own,VOYAGEID,nationality_num,ln_SLAXIMP,MORTALITY,period,expenditure,discount,return,costonreturn,totalgrossexp,totaldisc,totalgrossreturn,totalcostonreturn,totalnetexp,totalnetreturn,profit
KR055,2,1816,1816,563,486,,1,04/29/1816,-4533926232064,,,,,,,,,,,,,,,,,.13676731,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Amistad,,,,,14742,,,,1817,,,,,,486,1,yes,yes,125,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14742,Spanish,6.3332796,.13676731,post-1800,0,0,0,0,62657,0,171219,30411,62657,140808,1.2472829
KR056,2,1817,1817,505,424,,1,,,,,,,,,,,,,,,,,,,.16039604,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Gran turco,,,,,14790,,,,1817,,,,,,428,1,yes,yes,76,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14790,Spanish,6.2245584,.16039604,post-1800,0,0,0,0,75211,0,168491,36216,75211,132275,.75871879
KR057,2,1817,1817,376,316,,1,,,,,,,,,,,,,,,,,,,.15957446,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Diamante,,,,,14794,,,,1817,,,,,,316,1,yes,yes,45,,,01jul1817,,,,,,,,,,,1817,,,,,,1817,1818,14794,Spanish,5.9295893,.15957446,post-1800,0,0,0,0,61358,0,115214,26236,61358,88978,.45014504
KR058,2,1818,1818,451,404,,1,,,,,,,,,,,,,,,,,,,.10421286,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Diamante,,,,,42334,,,,1818,,,,,,403,1,yes,yes,210,,,01jul1818,,,,,,,,,,,1818,,,,,,1818,1819,42334,Spanish,6.1114674,.10421286,post-1800,0,0,0,0,46438,0,170569,26788,46438,143781,2.0961928
KR059,2,1817,1818,713,616,,1,08/08/1817,-4493664059392,,,,,,,,,,,,,,,,,.13604487,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amistad,,,,,14844,,,,1818,,,,,,616,1,yes,yes,111,,,01jul1818,,,,,,,,,,,1818,,,,,,1818,1819,14844,Spanish,6.5694814,.13604487,post-1800,0,0,0,0,92070,0,229488,35053,92070,194435,1.1118171
KR060,2,1820,1820,506,420,,1,,,,,,,,,,,,,,,,,,,.16996047,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amistad,,,,,42278,,,,1819,,,,,,,1,yes,yes,-50,,,01jul1819,,,,,,,,,,,1819,,,,,,1819,1820,42278,Spanish,6.2265368,.16996047,post-1800,0,0,0,0,91998,0,131237,85509,91998,45728,-.50294572
KR061,2,1819,1819,507,459,,1,,,,,,,,,,,,,,,,,,,.094674557,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Campeador,,,,,41369,,,,1819,,,,,,459,1,yes,yes,112,,,01jul1819,,,,,,,,,,,1819,,,,,,1819,1820,41369,Spanish,6.2285109,.094674557,post-1800,0,0,0,0,78878,0,222007,55103,78878,166904,1.1159766
KR062,2,1820,1820,739,614,,1,,,,,,,,,,,,,,,,,,,.16914749,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Atalanta,,,,,42259,,,,1820,,,,,,613,1,yes,yes,113,,,01jul1820,,,,,,,,,,,1820,,,,,,1820,1821,42259,Spanish,6.605298,.16914749,post-1800,0,0,0,0,97793,0,270248,61664,97793,208584,1.1329134
KR063,2,1821,1821,634,570,,1,,,,,,,,,,,,,,,,,,,.10094637,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Atalanta,,,,,125,,,,1820,,,,,,570,1,yes,yes,-22,,,01jul1820,,,,,,,,,,,1820,,,,,,1820,1821,125,Spanish,6.4520488,.10094637,post-1800,0,0,0,0,78134,0,123981,63086,78134,60895,-.22063379
KR064,2,1819,1819,336,290,,1,,,,,,,,,,,,,,,,,,,.13690476,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Juno,,,,,41368,,,,1821,,,,,,290,1,yes,yes,62,,,01jul1821,,,,,,,,,,,1821,,,,,,1821,1822,41368,Spanish,5.817111,.13690476,post-1800,0,0,0,0,79665,0,185392,56428,79665,128964,.61882883
KR065,2,1821,1821,340,306,,1,,,,,,,,,,,,,,,,,,,.1,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Merced,,,,,130,,,,1821,,,,,,307,1,yes,yes,133,,,01jul1821,,,,,,,,,,,1821,,,,,,1821,1822,130,Spanish,5.8289456,.1,post-1800,43719,0,,0,43719,0,128979,27173,43719,101806,1.3286443
KR066,1,1828,1829,235,206,,1,07/28/1828,-4147459129344,,,,,,,,,,,,,,,,,.12340426,,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Fortuna,,,,,770,,,,1829,,,,,,206,1,with estimates,with estimates,55,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,770,Spanish,5.4595857,.12340426,post-1800,40911,0,,0,40911,0,74366,11000,40911,63366,.54887438
KR067,1,1829,1829,449,421,,1,02/14/1829,-4130092875776,,,,,,,,,,,,,,,,,.062360801,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Nueva Amalia,,,,,942,,,,1829,,,,,,421,1,with estimates,with estimates,80,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,942,Spanish,6.1070228,.062360801,post-1800,67093,0,,0,67093,0,151981,31000,67093,120981,.80318362
KR068,1,1829,1829,535,440,,1,,,,,,,,,,,,,,,,,,,.17757009,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Catalana,,,,,46903,,,,1829,,,,,,300,1,with estimates,with estimates,63,,,01jul1829,,,,,,,,,,,1829,,,,,,1829,1830,46903,Spanish,6.2822666,.17757009,post-1800,53400,0,,0,53400,0,108300,21000,53400,87300,.63483149
KR069,1,1829,1830,490,444,,1,02/04/1829,-4130956902400,,,,,,,,,,,,,,,,,.093877554,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Águila,,,,,947,,,,1830,,,,,,444,1,with estimates,with estimates,42,,,01jul1830,,,,,,,,,,,1830,,,,,,1830,1831,947,Spanish,6.1944056,.093877554,post-1800,95655,0,,0,95655,0,162060,26000,95655,136060,.42240342
KR070,1,1829,1830,411,369,,1,,,,,,,,,,,,,,,,,,,.10218978,Unspecified/unknown,Voyage,Klas Rönnbäck,Investor,Spanish,Sanjuan-Marroquin & Rodrigo-Alharilla 2024,,Catalana,,,,,961,,,,1830,,,,,,369,1,with estimates,with estimates,68,,,01jul1830,,,,,,,,,,,1830,,,,,,1830,1831,961,Spanish,6.0185933,.10218978,post-1800,62120,0,,0,62120,0,134685,30500,62120,104185,.6771571
NR001,2,1757,1758,463,396,374,1,07/21/1757,-6388588740608,,,,,,,07/30/1758,-6356275298304,,,,,,,1.9593737,236.3,.14470842,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Chesterfield,,"Davenport, William",John Williamson,,90542,,Calabar,,1757-07-21,,,,,,,.125,yes,yes,0.42,,7,21jul1757,,,,,,,,,,,1757,,,,,,1757,1758,90542,English,6.1377273,.14470842,1751-1775,188,0,,0,869,0,1230,0,869,1230,.41542003
NR002,2,1758,1758,60,53,,1,09/28/1758,-6351091138560,,,,,,,,,,,,,,,.80753702,74.3,.11666667,,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Calveley,,"Davenport, William",William Davenport,,90745,,Cameroons,,1758-09-28,,,,,,,.166667,yes,yes,0.11,,9,28sep1758,,,,,,,,,,,1758,,,,,,1758,1759,90745,English,4.0943446,.11666667,1751-1775,91,0,,0,355,0,395,0,355,395,.11267605
NR003,2,1759,1759,352,288,,1,04/04/1759,-6334848172032,,,,,,,,,,,,,,,1.4896318,236.3,.18181819,,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Chesterfield,,"Davenport, William",John Williamson,,90777,,Calabar,,1759-04-04,,,,,,,.0625,yes,yes,0.07,,4,04apr1759,,,,,,,,,,,1759,,,,,,1759,1760,90777,English,5.8636312,.18181819,1751-1775,69,0,,0,442,0,473,0,442,473,.07013575
NR004,2,1760,1761,174,154,421,1,07/11/1760,-6294758490112,,,,,,,09/05/1761,-6258383912960,,,,,,,1.3561964,128.3,.11494253,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Eadith,,"Davenport, William",John Williamson,,90873,,Bassa,,1760-07-11,,,,,,,.083333,yes,yes,0.07,,7,11jul1760,,,,,,,,,,,1760,,,,,,1760,1761,90873,English,5.1590552,.11494253,1751-1775,75,0,,0,342,3,362,0,339,362,.067846611
NR005,2,1761,1762,339,277,486,1,02/03/1761,-6276873453568,,,,,,,06/04/1762,-6234883227648,,,,,,,1.8595722,182.3,.18289086,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Tyrrell,,"Davenport, William",John Maine,,90858,,Calabar,,1761-02-03,,,,,,,.0625,yes,yes,-0.26,,2,03feb1761,,,,,,,,,,,1761,,,,,,1761,1762,90858,English,5.8260002,.18289086,1751-1775,65,0,,0,518,0,386,0,518,386,-.25482625
NR006,2,1761,1762,148,131,,1,11/09/1761,-6252767739904,,,,,,,,,,,,,,,1.1535463,128.3,.11486486,,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Eadith,,"Davenport, William",William Davenport,,90874,,Gambia,,1761-11-09,,,,,,,.166667,yes,yes,0.14,,11,09nov1761,,,,,,,,,,,1761,,,,,,1761,1762,90874,English,4.9972124,.11486486,1751-1775,161,0,,0,669,0,764,0,669,764,.14200298
NR007,1,1762,1762,352,287,353,1,07/12/1762,-6231600136192,,,,,,,06/30/1763,-6201100730368,,,,,,,1.9308832,182.3,.18465909,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Union,,"Davenport, William",William Davenport,,90906,,Bonny,,1762-07-12,,,,,,,.166667,with estimates,yes,-0.18,,7,12jul1762,,,,,,,,,,,1762,,,,,,1762,1763,90906,English,5.8636312,.18465909,1751-1775,156,0,,0,1182,13,827,0,1169,827,-.29255775
NR008,1,1762,1763,148,131,317,1,10/22/1762,-6222787379200,,,,,,,09/04/1763,-6195398574080,,,,,,,1.1535463,128.3,.11486486,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple,,"Davenport, William",William Davenport,,91016,,Calabar,,1762-10-22,,,,,,,.25,with estimates,yes,0.18,,10,22oct1762,,,,,,,,,,,1762,,,,,,1762,1763,91016,English,4.9972124,.11486486,1751-1775,184,0,,0,1045,0,1154,114,1045,1040,-.0047846888
NR009,2,1762,1763,304,260,,1,10/31/1762,-6222009860096,,,,,,,,,,,,,,,1.667581,182.3,.14473684,Original goal thwarted after disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Plumper,,"Davenport, William",William Dobb,,90937,,"Windward Coast, port unspecified",,1762-10-31,,,,,,,.125,yes,yes,0.29,,10,31oct1762,,,,,,,,,,,1762,,,,,,1762,1763,90937,English,5.7170277,.14473684,1751-1775,0,0,,13,785,0,1030,13,785,1017,.29554141
NR010,2,1763,1763,165,146,342,1,04/11/1763,-6208012943360,,,,,,,03/18/1764,-6178464071680,,,,,,,.90510148,182.3,.11515152,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Delight,,"Davenport, William",Thomas Rumbold,,91066,,"Sierra Leone, port unspecified",,1763-04-11,,,,,,,.125,yes,yes,0.13,,4,11apr1763,,,,,,,,,,,1763,,,,,,1763,1764,91066,English,5.1059456,.11515152,1751-1775,0,0,,1,415,22,448,1,393,447,.13740458
NR011,2,1763,1764,350,291,313,1,10/06/1763,-6192633479168,,,,,,,08/14/1764,-6165590179840,,,,,,,2.7279813,128.3,.16857143,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple,,"Davenport, William",William Davenport,,91017,,Calabar,,1763-10-06,,,,,,,.1875,yes,yes,0.26,,10,06oct1763,,,,,,,,,,,1763,,,,,,1763,1764,91017,English,5.857933,.16857143,1751-1775,0,0,,50,697,0,940,50,697,890,.27690101
NR012,2,1763,1764,253,228,424,1,10/14/1763,-6191942467584,,,,,,,12/11/1764,-6155308892160,,,,,,,2.2937443,110.3,.098814227,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Friendship,,"Davenport, William",William Earle,,91038,,Calabar,,1763-10-14,,,,,,,.083333,yes,yes,0.03,,10,14oct1763,,,,,,,,,,,1763,,,,,,1763,1764,91038,English,5.5333896,.098814227,1751-1775,0,0,,49,416,0,481,49,416,432,.03846154
NR013,2,1764,1764,225,184,380,1,03/21/1764,-6178204549120,,,,,,,04/05/1765,-6145372585984,,,,,,,1.2342293,182.3,.18222222,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Union,,"Davenport, William",William Davenport,,90907,,Cameroons,,1764-03-21,,,,,,,.166667,yes,yes,0.5,,3,21mar1764,,,,,,,,,,,1764,,,,,,1764,1765,90907,English,5.4161005,.18222222,1751-1775,69,0,,0,675,0,1015,0,675,1015,.50370371
NR014,2,1764,1764,148,131,337,1,04/21/1764,-6175526486016,,,,,,,03/24/1765,-6146409627648,,,,,,,.81184858,182.3,.11486486,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Delight,,"Davenport, William",Thomas Rumbold,,91067,,"Sierra Leone, port unspecified",,1764-04-21,,,,,,,.125,yes,yes,0.01,,4,21apr1764,,,,,,,,,,,1764,,,,,,1764,1765,91067,English,4.9972124,.11486486,1751-1775,0,0,,18,489,6,504,18,483,486,.0062111802
NR015,1,1764,1765,104,92,579,1,06/30/1764,-6169478299648,,,,,,,01/30/1766,-6119452835840,,,,,,,1.3997308,74.3,.11538462,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Little Britain,,"Davenport, William",William Davenport,,91157,,Porto Novo,,1764-06-30,,,,,,,.1875,with estimates,with estimates,-0.12,,6,30jun1764,,,,,,,,,,,1764,,,,,,1764,1765,91157,English,4.6443911,.11538462,1751-1775,86.360001,0,,0,554.35999,0,513.77002,40,554.35999,473.77002,-.14537479
NR016,2,1764,1765,77,68,509,1,11/25/1764,-6156691439616,,,,,,,04/18/1766,-6112713637888,,,,,,,.42238069,182.3,.11688311,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,William,,"Davenport, William",William Davenport,,91213,,Gambia,,1764-11-25,,,,,,,.166667,yes,yes,-0.42,,11,25nov1764,,,,,,,,,,,1764,,,,,,1764,1765,91213,English,4.3438053,.11688311,1751-1775,42,0,,0,408,0,235,0,408,235,-.4240196
NR017,2,1764,1765,280,248,688,1,08/28/1764,-6164380647424,,,,,,,07/17/1766,-6104937398272,,,,,,,1.5359298,182.3,.11428571,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Sisters,,"Davenport, William",William Earle,,92315,,Whydah,,1764-08-28,,,,,,,.0625,yes,yes,-0.1,,8,28aug1764,,,,,,,,,,,1764,,,,,,1764,1765,92315,English,5.6347895,.11428571,1751-1775,22,0,,0,353,0,318,0,353,318,-.099150144
NR018,2,1765,1765,270,220,374,1,03/02/1765,-6148310171648,,,,,,,03/11/1766,-6115996729344,,,,,,,1.4810752,182.3,.18518518,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple,,"Davenport, William",William Davenport,,91218,,Calabar,,1765-03-02,,,,,,,.125,yes,yes,-0.11,,3,02mar1765,,,,,,,,,,,1765,,,,,,1765,1766,91218,English,5.5984221,.18518518,1751-1775,0,0,,1,772,0,686,1,772,685,-.1126943
NR019,2,1765,1765,333,300,420,1,04/27/1765,-6143472041984,,,,,,,06/21/1766,-6107183972352,,,,,,,3.0190389,110.3,.0990991,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Friendship,,"Davenport, William",William Earle,,91039,,New Calabar,,1765-04-27,,,,,,,.083333,yes,yes,0.14,,4,27apr1765,,,,,,,,,,,1765,,,,,,1765,1766,91039,English,5.8081427,.0990991,1751-1775,33,0,,0,456,0,520,0,456,520,.14035088
NR020,2,1765,1766,123,100,408,1,07/03/1765,-6137683378176,,,,,,,08/15/1766,-6102431825920,,,,,,,.674712,182.3,.18699187,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Union,,"Davenport, William",William Davenport,,91247,,Cameroons,,1765-07-03,,,,,,,.166667,yes,yes,0.39,,7,03jul1765,,,,,,,,,,,1765,,,,,,1765,1766,91247,English,4.8121843,.18699187,1751-1775,41,0,,0,724,0,1006,0,724,1006,.38950276
NR021,1,1765,1766,425,336,488,1,07/23/1765,-6135955324928,,,,,,,11/23/1766,-6093792083968,,,,,,,1.3920734,305.3,.20941177,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Active,,"Davenport, William",Christopher Hassell,,91256,,Calabar,,1765-07-23,,,,,,,.0625,with estimates,yes,-0.18,,7,23jul1765,,,,,,,,,,,1765,,,,,,1765,1766,91256,English,6.0520892,.20941177,1751-1775,61.299999,0,,0,600.29999,0,443,0,600.29999,443,-.26203564
NR022,2,1765,1766,137,117,551,1,09/14/1765,-6131376193536,,,,,,,03/19/1767,-6083769794560,,,,,,,1.0678098,128.3,.14598539,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Henry,,"Davenport, William",Alexander Nottingham,,91081,,Cameroons,,1765-09-14,,,,,,,.125,yes,yes,0.24,,9,14sep1765,,,,,,,,,,,1765,,,,,,1765,1766,91081,English,4.919981,.14598539,1751-1775,40,0,,0,356,3,439,0,353,439,.24362606
NR023,1,1766,1767,246.5,219.5,367,2,07/26/1766,-6108739010560,-6104159879168,,,,,,07/21/1767,-6073055969280,-6076425568256,,,,,,1.7907085,128.3,.10953347,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple & Little Britain,,"Davenport, William",William Davenport,,91219 / 91158,,Calabar,,,,,,,,,.15625,yes,with estimates,0.36,,,,,,,,,,,,,,,,,,,,,,91219 / 91158,English,5.5073619,.10953347,1751-1775,0,0,66,0,1083,0,1541,0,1083,1541,.42289937
NR024,1,1767,1767.5,,,,2,07/04/1767,-6081350205440,-6074525024256,,,,,,10/28/1768,-6032879779840,,,,,,,1.1529644,207.8,,Original goal thwarted before disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dobson & Good Intent,,"Davenport, William",Christopher Hassell,,91360 / 91395,,Calabar,,,,,,,,,.09375,with estimates,yes,-0.53,,,,,,,,,,,,,,,,,,,,,,91360 / 91395,English,,,1751-1775,124.44,0,,0,856.44,0,345,0,856.44,345,-.5971697
NR025,2,1768,1768.5,218,184,,2,03/05/1768,-6053443403776,-6053356896256,,,,,,09/29/1769,,-6003849428992,,,,,,1.1958311,182.3,.1559633,Original goal thwarted after disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Neptune & Dalrymple,,"Davenport, William",William Davenport,,91427 / 91220,,Calabar,,,,,,,,,.375,yes,yes,0.35,,,,,,,,,,,,,,,,,,,,,,91427 / 91220,English,5.3844953,.1559633,1751-1775,112,0,,0,1344,0,1818,0,1344,1818,.35267857
NR026,2,1769,1769.5,373,233.5,,2,06/23/1769,-6015772786688,-6012316680192,,,,,,06/22/1770,-5980867264512,,,,,,,1.628438,216.8,.37399465,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dobson & Fox,,"Davenport, William",Christopher Hassell,,91545 / 91553,,Calabar,,,,,,,,,.0416667,yes,yes,0.29,,,,,,,,,,,,,,,,,,,,,,91545 / 91553,English,5.9215784,.37399465,1751-1775,0,0,,2,359,0,464,2,359,462,.28690809
NR027,2,1769,1770,211,192,328,2,10/17/1769,-6007133044736,-6002294390784,,,,,,09/13/1770,-5973696053248,-5979052703744,,,,,,1.1087475,200.3,.090047397,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Hector & Andromache,,"Davenport, William",William Davenport,,91573 / 91594,,Calabar,,,,,,,,,.125,yes,yes,0.29,,,,,,,,,,,,,,,,,,,,,,91573 / 91594,English,5.3518581,.090047397,1751-1775,67,0,,0,896,0,1158,0,896,1158,.2924107
NR028,2,1770,1770,254.5,213.5,,2,04/27/1770,-5990112034816,-5985705394176,,,,,,04/05/1771,-5956070539264,,,,,,,1.5888326,155.3,.16110019,Original goal thwarted after disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple & Swift,,"Davenport, William",William Davenport,,91221 / 91653,,Calabar,,,,,,,,,.1875,yes,yes,0.7,,,,,,,,,,,,,,,,,,,,,,91221 / 91653,English,5.5393009,.16110019,1751-1775,88,0,,0,1299,0,2206,0,1299,2206,.69822943
NR029,2,1770,1771,211,178,,2,10/09/1770,-5975078600704,-5971449479168,,,,,,06/28/1771,,-5948812820480,,,,,,1.6313818,171.8,.1563981,Original goal thwarted after disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dobson & Fox,,"Davenport, William",Christopher Hassell,,91700 / 91621,,Calabar,,,,,,,,,.0416667,yes,yes,0.12,,,,,,,,,,,,,,,,,,,,,,91700 / 91621,English,5.3518581,.1563981,1751-1775,33,0,,0,407,0,456,0,407,456,.12039312
NR030,2,1771,1771.5,220,195,386,2,06/21/1771,-5955465510912,-5949417848832,,,,,,09/04/1772,-5911315218432,-5926867173376,,,,,,1.1995046,200.3,.11363637,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Hector & Andromache,,"Davenport, William",William Davenport,,91574 / 91595,,Calabar,,,,,,,,,.208333,yes,yes,0.29,,,,,,,,,,,,,,,,,,,,,,91574 / 91595,English,5.3936276,.11363637,1751-1775,128,0,,0,1649,0,2127,0,1649,2127,.28987265
NR031,2,1771,1771.5,167.5,143,490,2,04/18/1771,-5960822161408,-5954946990080,,,,,,12/11/1772,-5902847967232,-5928249720832,,,,,,1.2292964,137.3,.14626865,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Lord Cassils & May,,"Davenport, William",Robert Kennedy,,91702 / 91743,,Calabar,,,,,,,,,.125,yes,yes,-0.05,,,,,,,,,,,,,,,,,,,,,,91702 / 91743,English,5.1209831,.14626865,1751-1775,73,0,,0,1117,0,1063,0,1117,1063,-.048343778
NR032,2,1771,1772,234,199,324.5,2,09/01/1771,-5950799872000,-5943196647424,,,,,,07/29/1772,-5914511802368,-5923411066880,,,,,,1.4354517,164.3,.14957266,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Dalrymple & Swift,,"Davenport, William",William Davenport,,91752 / 91790,,Calabar,,,,,,,,,.1875,yes,yes,0.23,,,,,,,,,,,,,,,,,,,,,,91752 / 91790,English,5.4553213,.14957266,1751-1775,86,0,,0,1773,0,2178,0,1773,2178,.2284264
NR033,2,1773,1774.5,175.5,150.5,578,2,05/29/1773,-5895503740928,-5888246546432,,,,,,04/17/1775,-5828803297280,-5855068553216,,,,,,.83487928,227.3,.14245014,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Hector & Andromache,,"Davenport, William",William Davenport,,91575 / 91979,,Calabar,,,,,,,,,.208333,yes,yes,-0.26,,,,,,,,,,,,,,,,,,,,,,91575 / 91979,English,5.1676393,.14245014,1751-1775,161,0,,0,2477,0,1825,0,2477,1825,-.26322165
NR034,2,1772,1772.6666,,,,3,12/23/1772,-5920300990464,-5907340591104,-5901811449856,,,,,02/25/1774,-5887122997248,,-5864745861120,,,,,1.0802613,170.3,,Original goal thwarted before disembarking enslaved people,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,"Swift, Dalrymple & Dreadnought",,"Davenport, William",William Davenport,,91791 / 91753 / 91837,,Calabar,,,,,,,,,.125,yes,yes,0.12,,,,,,,,,,,,,,,,,,,,,,91791 / 91753 / 91837,English,,,1751-1775,0,0,,3,2121,0,2371,3,2121,2368,.1164545
NR035,2,1772.5,1773,201,170,367.5,2,03/13/1773,-5901811449856,-5894899236864,,,,,,02/11/1774,-5865955393536,-5867251433472,,,,,,1.2200114,164.3,.15422885,Voyage completed as intended,Voyage,Klas Rönnbäck,Investor,English,Nick Radburn’s research on the Davenport papers,,Badger & Fox,,"Davenport, William",William Davenport,,91812 / 91804,,Cameroons,,,,,,,,,.25,yes,yes,0.46,,,,,,,,,,,,,,,,,,,,,,91812 / 91804,English,5.3033047,.15422885,1751-1775,122,0,,0,2007,0,2940,0,2007,2940,.46487296
